Search Parameters,Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description,Temp_C,Wind_ms,Precip_mm
,2015,11,24,22.0,50.0,0.0,,,PERU-BRAZIL,-10.07,-70.98,606.0,7.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,33.0,12.4,0.2
,2015,12,7,7.0,51.0,35.0,,,TAJIKISTAN,38.211,72.78,22.0,7.2,3.0,2.0,1.0,,,,3.0,5.0,2.0,500.0,3.0,793.0,3.0,2.0,1.0,,,,3.0,5.0,2.0,500.0,3.0,793.0,3.0,-11.3,3.3,1.2
,2015,12,17,19.0,49.0,5.0,,,MEXICO:  COCOTITLAN,15.802,-93.633,85.0,6.6,5.0,2.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,32.3,15.0,0.0
,2015,12,25,19.0,14.0,19.0,,,AFGHANISTAN; PAKISTAN,36.494,71.126,206.0,6.3,5.0,4.0,1.0,,,97.0,2.0,,1.0,,1.0,,1.0,4.0,1.0,,,97.0,2.0,,1.0,,1.0,,1.0,-19.1,1.3,0.1
,2016,1,3,23.0,5.0,27.0,,,INDIA:  IMPAHL,24.804,93.651,55.0,6.7,7.0,13.0,1.0,,,100.0,2.0,75.0,4.0,,,,2.0,13.0,1.0,,,100.0,2.0,75.0,4.0,,,,2.0,24.8,6.5,0.0
,2016,1,16,23.0,22.0,4.0,,,"INDONESIA: MALUKU:  BURU, AMBALAU ISLAND",-3.873,127.229,4.0,5.6,3.0,1.0,1.0,,,22.0,1.0,,1.0,,,230.0,3.0,1.0,1.0,,,22.0,1.0,,1.0,,,230.0,3.0,29.7,8.8,6.1
,2016,1,24,10.0,30.0,56.0,,,ALASKA:  KENAI,59.658,-153.452,126.0,7.1,6.0,,,,,,,,1.0,4.0,1.0,,,,,,,,,,1.0,4.0,1.0,,,2.3,31.9,11.1
,2016,1,25,4.0,23.0,13.0,5792.0,,MOROCCO:  MELILLA,35.649,-3.682,12.0,6.3,6.0,1.0,1.0,,,26.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,26.0,1.0,,1.0,,1.0,,1.0,,,
,2016,2,5,19.0,57.0,6.0,,,TAIWAN:  TAINAN,22.97,120.46,10.0,6.4,7.0,117.0,3.0,,,525.0,3.0,700.0,4.0,,1.0,,1.0,117.0,3.0,,,525.0,3.0,700.0,4.0,,1.0,,1.0,21.4,12.4,1.9
,2016,3,2,12.0,49.0,11.0,5598.0,,INDONESIA: SUMATRA:,-4.952,94.33,24.0,7.8,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,4,10,10.0,29.0,12.0,,,AFGHANISTAN:  KHYBER PAKHTUNKHWA,36.473,71.131,212.0,6.6,5.0,6.0,1.0,,,5.0,1.0,,1.0,,,20.0,1.0,6.0,1.0,,,5.0,1.0,,1.0,,,20.0,1.0,-7.1,5.2,3.9
,2016,4,13,13.0,55.0,8.0,,,INDIA: ASSAM; BANGLADESH,23.094,94.865,136.0,6.9,5.0,2.0,1.0,,,170.0,3.0,,2.0,,,4.0,1.0,2.0,1.0,,,170.0,3.0,,2.0,,,4.0,1.0,38.7,16.9,0.0
,2016,4,15,16.0,25.0,22.0,,,"JAPAN:  KUMAMOTO, OITA",32.791,130.754,10.0,7.0,8.0,50.0,1.0,,,1500.0,4.0,20000.0,4.0,80000.0,4.0,,4.0,50.0,1.0,,,1500.0,4.0,20000.0,4.0,80000.0,4.0,,4.0,23.8,12.6,0.0
,2016,4,16,23.0,58.0,0.0,5599.0,,"ECUADOR:  NEAR WEST COAST: MANABI, ESMERALDAS",0.35,-80.16,17.0,7.8,8.0,663.0,3.0,9.0,1.0,6274.0,4.0,3300.0,4.0,6998.0,4.0,29672.0,4.0,663.0,3.0,9.0,1.0,6274.0,4.0,3300.0,4.0,6998.0,4.0,29672.0,4.0,28.3,16.3,0.7
,2016,4,28,19.0,33.0,7.0,5600.0,,VANUATU ISLANDS,-16.043,167.379,24.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,5,11,1.0,15.0,22.0,,,CHINA:  TIBET (XIZANG PROVINCE),32.022,95.027,8.0,5.2,,,,,,60.0,2.0,,1.0,,1.0,,,,,,,60.0,2.0,,1.0,,1.0,,,1.1,11.2,0.0
,2016,5,17,17.0,5.0,5.0,,,CHINA: YUNNAN PROVINCE: SHIMEN,26.085,99.575,51.0,4.8,,2.0,1.0,,,,,60.0,4.0,,,,,2.0,1.0,,,,,60.0,4.0,,,,,14.9,8.7,6.9
,2016,5,18,16.0,47.0,26.0,,,ECUADOR:  MANABI PROVINCE,0.495,-79.616,30.0,6.9,4.0,1.0,1.0,,,162.0,3.0,,1.0,,1.0,32.0,1.0,1.0,1.0,,,162.0,3.0,,1.0,,1.0,32.0,1.0,29.8,7.0,5.4
,2016,5,28,23.0,54.0,38.0,,,ALGERIA:  MEDEA:  MIHOUB,36.431,3.517,11.0,5.4,5.0,,,,,28.0,1.0,,2.0,,3.0,,1.0,,,,,28.0,1.0,,2.0,,3.0,,1.0,26.8,18.9,0.1
,2016,6,1,22.0,56.0,8.0,,,INDONESIA:  SUMATRA:  PESISIR SELATAN,-2.097,100.665,50.0,6.6,5.0,1.0,1.0,,,30.0,1.0,,2.0,,,2663.0,4.0,1.0,1.0,,,30.0,1.0,,2.0,,,2663.0,4.0,33.1,7.6,6.1
,2016,6,7,19.0,15.0,33.0,,,INDONESIA:  MALUKU:  TERNATE ISLAND,1.279,126.371,31.0,6.3,4.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,
,2016,7,1,14.0,59.0,15.0,,,TAJIKISTAN:  RASHT,38.881,70.559,10.0,5.0,,,,,,,,,1.0,31.0,1.0,,,,,,,,,,1.0,31.0,1.0,,,13.1,5.9,3.7
,2016,7,29,21.0,19.0,14.0,,,NORTHERN MARIANA ISLANDS,18.543,145.507,196.0,7.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,7,31,9.0,18.0,17.0,,,CHINA:  GUANGXI PROVINCE,24.134,111.478,25.0,4.9,,,,,,,,,2.0,,,200.0,3.0,,,,,,,,2.0,,,200.0,3.0,33.7,6.1,1.9
,2016,7,31,23.0,41.0,28.0,,,INDONESIA:  SUMBAWA ISLAND:  WEST NUSA TENGGARA,-8.194,117.814,21.0,5.6,6.0,,,,,4.0,1.0,,2.0,,,700.0,3.0,,,,,4.0,1.0,,2.0,,,700.0,3.0,31.2,15.0,0.0
,2016,8,12,1.0,26.0,28.0,5604.0,,NEW CALEDONIA:  LOYALTY ISLANDS,-22.477,173.117,16.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,8,15,2.0,58.0,0.0,,,PERU:  AREQUIPA,-15.64,-71.68,8.0,5.5,6.0,9.0,1.0,,,68.0,2.0,,2.0,605.0,3.0,671.0,3.0,9.0,1.0,,,68.0,2.0,,2.0,605.0,3.0,671.0,3.0,15.3,12.8,0.0
,2016,8,19,7.0,33.0,11.0,5605.0,,SOUTH SANDWICH ISLANDS,-55.285,-31.877,10.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,8,20,9.0,1.0,26.0,5741.0,,JAPAN:  OFF EAST COAST HONSHU,40.394,143.68,10.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,8,24,1.0,36.0,2.0,,,"ITALY:  ACCUMOLI, ARQUATA, AMATRICE",42.704,13.238,4.0,6.2,9.0,299.0,3.0,15.0,1.0,368.0,3.0,5000.0,4.0,,3.0,,2.0,299.0,3.0,15.0,1.0,368.0,3.0,5000.0,4.0,,3.0,,2.0,22.9,16.1,0.0
,2016,8,24,10.0,34.0,58.0,,,MYANMAR (BURMA): CHAUK,20.923,94.569,82.0,6.8,5.0,4.0,1.0,,,20.0,1.0,10.0,3.0,,,230.0,3.0,4.0,1.0,,,20.0,1.0,10.0,3.0,,,230.0,2.0,33.1,5.5,2.6
,2016,9,1,16.0,37.0,3.0,5606.0,,NEW ZEALAND:  GISBORNE,-37.359,179.146,19.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,10,12.0,27.0,41.0,,,TANZANIA:  LAKE VICTORIA;  UGANDA: RAKAI,-1.036,31.618,40.0,5.9,,23.0,1.0,,,252.0,3.0,458.0,4.0,1172.0,4.0,6281.0,4.0,23.0,1.0,,,252.0,3.0,458.0,4.0,1172.0,4.0,6281.0,4.0,26.7,16.5,0.0
,2016,9,11,13.0,10.0,7.0,,,BALKANS NW:  MACEDONIA,42.008,21.488,13.0,5.1,6.0,,,,,137.0,3.0,10.0,3.0,,,,1.0,,,,,137.0,3.0,10.0,3.0,,,,1.0,29.1,6.6,0.1
,2016,9,12,11.0,33.0,17.0,,,SOUTH KOREA:  GYEONGJU,35.781,129.216,13.0,5.4,6.0,1.0,1.0,,,14.0,1.0,21.0,3.0,,,106.0,3.0,1.0,1.0,,,14.0,1.0,21.0,3.0,,,106.0,3.0,21.1,13.3,13.4
,2016,9,23,16.0,12.0,1.0,,,RWANDA:  RISUZI; CONGO:  UKAVU,-2.65,29.06,10.0,4.8,,8.0,1.0,,,,1.0,,1.0,22.0,1.0,,,8.0,1.0,,,,1.0,,1.0,22.0,1.0,,,23.6,8.7,1.1
,2016,9,28,16.0,49.0,1.0,,,NICARAGUA:  LEON,12.442,-86.515,8.0,5.5,4.0,1.0,1.0,,,5.0,1.0,,2.0,6.0,1.0,487.0,3.0,1.0,1.0,,,5.0,1.0,,2.0,6.0,1.0,487.0,3.0,33.9,12.8,0.0
,2016,10,1,8.0,4.0,33.0,,,"PAKISTAN:  MANSEHRA, NARAN",34.905,73.682,10.0,5.4,2.0,1.0,1.0,,,,2.0,,1.0,,2.0,,,1.0,1.0,,,,2.0,,1.0,,2.0,,,18.6,7.9,0.0
,2016,10,21,5.0,8.0,39.0,,,JAPAN:  KURAYOSHI,35.374,133.809,6.0,6.2,6.0,,,,,7.0,1.0,100.0,4.0,2.0,1.0,160.0,3.0,,,,,7.0,1.0,100.0,4.0,2.0,1.0,160.0,3.0,19.6,6.9,0.0
,2016,10,26,19.0,18.0,43.0,,,"ITALY:  VISSO, USSITA",42.956,13.067,10.0,6.1,7.0,1.0,1.0,,,,1.0,,4.0,,,1001.0,4.0,1.0,1.0,,,,1.0,,4.0,,,1001.0,4.0,17.1,6.9,14.7
,2016,10,30,6.0,40.0,5.0,,,ITALY: NORCIA,42.84,13.11,9.0,6.6,7.0,2.0,1.0,,,20.0,1.0,200.0,4.0,,1.0,,4.0,2.0,1.0,,,20.0,1.0,200.0,4.0,,1.0,,4.0,16.8,10.1,0.0
,2016,11,7,1.0,44.0,7.0,,,OKLAHOMA:  CUSHING,35.988,-96.805,3.0,5.0,6.0,,,,,,1.0,20.0,3.0,,,50.0,1.0,,,,,,1.0,20.0,3.0,,,50.0,1.0,18.9,13.3,9.6
,2016,11,13,11.0,2.0,34.0,5613.0,,NEW ZEALAND:  AMBERLEY,-42.737,173.054,15.0,7.8,8.0,2.0,1.0,,,,,,2.0,,,,1.0,2.0,1.0,,,,,3900.0,4.0,1.0,1.0,,1.0,14.6,17.0,2.0
,2016,11,21,20.0,59.0,27.0,5618.0,,JAPAN: NEAR E COAST HONSHU,37.393,141.387,9.0,6.9,7.0,,,,,15.0,1.0,,1.0,,,,,,,,,15.0,1.0,,1.0,,,,,,,
,2016,11,24,18.0,43.0,0.0,5620.0,,NICARAGUA,11.96,-88.835,33.0,6.9,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,25,14.0,25.0,11.0,,,CHINA:  XINJIANG PROVINCE:  KASHGAR,39.273,73.978,17.0,6.6,7.0,1.0,1.0,,,,,5.5,3.0,,2.0,,,1.0,1.0,,,,,5.5,3.0,,2.0,,,-12.6,7.9,1.0
,2016,11,27,23.0,35.0,2.0,,,"NEPAL:   MOUNT AMA DABLAM, CHARIKHARKA",27.802,86.532,10.0,5.4,4.0,1.0,1.0,,,1.0,1.0,,1.0,2.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,2.0,1.0,,,-4.1,6.1,0.0
,2016,11,29,20.0,9.0,35.0,,,POLAND:  RUDNA,51.613,16.157,5.0,4.2,,8.0,1.0,,,9.0,1.0,,1.0,,,,,8.0,1.0,,,9.0,1.0,,1.0,,,,,1.2,23.4,0.0
,2016,12,1,0.0,25.0,38.0,,,"COSTA RICA:  PARAISO, TURRIALBA",9.949,-83.807,1.0,5.3,6.0,,,,,,,,2.0,,,60.0,2.0,,,,,,,,2.0,,,60.0,2.0,16.2,6.4,7.4
,2016,12,1,22.0,40.0,0.0,,,"PERU:  PUNO, LAMPA",-15.44,-70.93,10.0,6.2,6.0,1.0,1.0,,,17.0,1.0,,1.0,8.0,1.0,40.0,1.0,1.0,1.0,,,17.0,1.0,,1.0,8.0,1.0,40.0,1.0,11.8,14.8,6.9
,2016,12,6,22.0,3.0,39.0,,,INDONESIA:  SUMATRA:  ACEH:  PIDIE JAYA,5.283,96.168,13.0,6.5,8.0,104.0,3.0,,,857.0,3.0,100.0,4.0,245.0,3.0,18752.0,4.0,104.0,3.0,,,857.0,3.0,100.0,4.0,245.0,3.0,18752.0,4.0,30.2,5.1,4.1
,2016,12,8,5.0,15.0,6.0,,,CHINA:  N. XINJIANG:  URUMQI,43.823,86.345,18.0,6.0,3.0,1.0,1.0,,,,,135.0,4.0,,,,,1.0,1.0,,,,,135.0,4.0,,,,,-0.0,9.0,0.4
,2016,12,8,17.0,38.0,28.0,5630.0,,SOLOMON ISLANDS,-10.681,161.327,40.0,7.8,8.0,1.0,1.0,,,,,,1.0,191.0,3.0,126.0,3.0,1.0,1.0,,,,,,1.0,191.0,3.0,126.0,3.0,,,
,2016,12,9,19.0,11.0,24.0,5632.0,,SOLOMON ISLANDS,-10.749,161.132,20.0,6.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,17,10.0,51.0,5.0,5636.0,,PAPUA NEW GUINEA:  NEW BRITAIN NEW IRELAND,-4.505,153.522,95.0,7.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,19,7.0,11.0,0.0,,,ECUADOR:  ESMERALDAS,0.93,-79.84,6.0,5.4,6.0,3.0,1.0,,,47.0,1.0,,2.0,10.0,1.0,70.0,2.0,3.0,1.0,,,47.0,1.0,,2.0,10.0,1.0,70.0,2.0,27.4,17.1,1.3
,2016,12,25,14.0,22.0,0.0,5637.0,,CHILE,-43.517,-74.391,30.0,7.6,7.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,
,2017,1,3,9.0,9.0,8.0,,,INDIA:  AMBASA;  BANGLADESH,24.015,92.018,32.0,5.7,,3.0,1.0,,,,3.0,,3.0,1492.0,4.0,5200.0,4.0,3.0,1.0,,,,3.0,,3.0,1492.0,4.0,5200.0,4.0,28.5,7.7,0.0
,2017,1,3,21.0,53.0,7.0,5639.0,,FIJI ISLANDS,-19.373,176.052,12.0,6.9,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,6,2.0,33.0,21.0,,,IRAN:  KHONJ,28.2,53.107,10.0,5.0,,4.0,1.0,,,4.0,1.0,,1.0,,,,,4.0,1.0,,,4.0,1.0,,1.0,,,,,24.2,8.5,0.0
,2017,1,11,22.0,7.0,7.0,,,MADAGASCAR: ANTSIRABE,-20.16,46.647,7.0,5.5,,2.0,1.0,,,,1.0,,1.0,,,,1.0,2.0,1.0,,,,1.0,,1.0,,,,1.0,27.8,9.8,0.0
,2017,1,18,10.0,14.0,9.0,,,ITALY:  FARINDOLA,42.529,13.282,9.0,5.7,,34.0,1.0,,,11.0,1.0,18.0,3.0,,1.0,,,34.0,1.0,,,11.0,1.0,18.0,3.0,,1.0,,,0.9,11.6,43.7
,2017,1,22,4.0,31.0,36.0,5642.0,,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-6.246,155.172,135.0,7.9,9.0,3.0,1.0,,,,,,1.0,,3.0,,,3.0,1.0,,,,,,1.0,,3.0,,,28.1,10.5,18.2
,2017,2,6,3.0,52.0,4.0,,,TURKEY:  CANAKKALE,39.599,26.065,10.0,5.3,,,,,,5.0,1.0,,2.0,,,90.0,2.0,,,,,5.0,1.0,,2.0,,,90.0,2.0,17.5,30.7,0.0
,2017,2,6,13.0,2.0,14.0,,,COLOMBIA:  HUILA,3.449,-74.672,38.0,5.5,,,,,,,,,2.0,,,378.0,3.0,,,,,,,,2.0,,,378.0,3.0,22.2,8.9,0.0
,2017,2,7,22.0,3.0,39.0,,,PAKISTAN:  PASNI,25.191,63.264,29.0,6.3,,,,,,,,,1.0,20.0,1.0,,1.0,,,,,,,,1.0,20.0,1.0,,1.0,23.7,15.6,0.0
,2017,2,10,14.0,4.0,32.0,,,PHILIPPINES: SURIGAO DEL NORTE,9.907,125.452,15.0,6.5,8.0,8.0,1.0,,,202.0,3.0,40.0,4.0,215.0,3.0,3042.0,4.0,8.0,1.0,,,202.0,3.0,40.0,4.0,215.0,3.0,3042.0,4.0,28.2,23.1,1.5
,2017,2,24,0.0,32.0,8.0,,,ZAMBIA:  KAPUTA,-8.44,30.031,30.0,5.9,,,,,,5.0,1.0,,1.0,,1.0,,,,,,,5.0,1.0,,1.0,,1.0,,,18.0,8.4,0.5
,2017,3,5,0.0,8.0,1.0,,,PHILIPPINES: SURIGAO DEL NORTE,9.831,125.496,11.0,5.7,,1.0,1.0,,,45.0,1.0,,1.0,13.0,1.0,,,1.0,1.0,,,45.0,1.0,,1.0,13.0,1.0,,,27.6,25.7,20.7
,2017,3,13,14.0,20.0,7.0,,,MYANMAR (BURMA):  THARRAWADDY,17.399,96.0,10.0,5.1,,2.0,1.0,,,36.0,1.0,,1.0,,1.0,,1.0,2.0,1.0,,,36.0,1.0,,1.0,,1.0,,1.0,35.6,11.6,0.0
,2017,3,21,23.0,10.0,15.0,,,INDONESIA:  BALI,-8.492,115.323,112.0,5.6,,,,,,4.0,1.0,,2.0,,1.0,,,,,,,4.0,1.0,,2.0,,1.0,,,28.8,16.0,11.5
,2017,3,26,23.0,55.0,6.0,,,CHINA:   YUNNAN PROVINCE,25.938,99.841,28.0,5.0,2.0,,,,,1.0,1.0,31.0,4.0,,,,,,,,,1.0,1.0,31.0,4.0,,,,,20.0,9.3,4.8
,2017,4,5,6.0,9.0,2.0,,,IRAN:  SEFID SANG,35.776,60.436,13.0,6.1,,2.0,1.0,,,11.0,1.0,,1.0,,,,1.0,2.0,1.0,,,11.0,1.0,,1.0,,,,1.0,8.0,23.2,0.0
,2017,4,8,7.0,9.0,18.0,,,"PHILIPPINES: BATANGAS, CALABARZON",13.77,120.935,14.0,5.9,,,,,,6.0,1.0,2.0,2.0,506.0,3.0,2108.0,4.0,,,,,6.0,1.0,2.0,2.0,506.0,3.0,2108.0,4.0,30.5,14.0,0.7
,2017,4,10,23.0,54.0,3.0,,,"EL SALVADOR: SAN SALVADOR,SOYAPANGO",13.766,-89.155,10.0,4.8,,1.0,1.0,,,3.0,1.0,,1.0,,,,2.0,1.0,1.0,,,3.0,1.0,,1.0,,,,2.0,33.7,6.2,3.8
,2017,4,24,21.0,39.0,22.0,5647.0,,CHILE:  VALPARAISO,-33.038,-72.062,28.0,6.9,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,28,20.0,23.0,26.0,5648.0,,PHILIPPINES: SARANGANI,5.504,125.066,26.0,6.9,9.0,,,,,5.0,1.0,,1.0,1.0,1.0,,1.0,,,,,7.0,1.0,,1.0,1.0,1.0,,1.0,,,
,2017,5,1,12.0,31.0,3.0,5649.0,,ALASKA:  SKAGWAY; CANADA:  BRITISH COLUMBIA,59.852,-136.677,1.0,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,12.0,1.1
,2017,5,3,4.0,47.0,38.0,,,"KYRGYZSTAN:  OSH, BATKEN",39.494,71.444,11.0,6.0,,,,,,,,,3.0,537.0,3.0,,,,,,,,,,3.0,537.0,3.0,,,8.3,5.1,0.0
,2017,5,10,21.0,58.0,7.0,,,"CHINA: XINJIANG: QUZGUN, TAXKORGAN TAJIK",37.643,75.31,8.0,5.4,,8.0,1.0,,,23.0,1.0,123.0,4.0,3015.0,4.0,,,8.0,1.0,,,23.0,1.0,123.0,4.0,3015.0,4.0,,,8.6,3.7,0.0
,2017,5,11,3.0,24.0,37.0,,,IRAN:  ARDABIL,39.816,48.57,63.0,5.1,,,,,,20.0,1.0,,2.0,,,85.0,2.0,,,,,20.0,1.0,,2.0,,,85.0,2.0,29.4,25.4,0.0
,2017,5,13,18.0,0.0,52.0,,,IRAN: KHORASAN,37.769,57.206,8.0,5.6,,3.0,1.0,,,417.0,3.0,2.0,2.0,,1.0,,4.0,3.0,1.0,,,417.0,3.0,2.0,2.0,,1.0,,4.0,24.7,10.8,0.2
,2017,5,25,9.0,55.0,51.0,,,TANZANIA: MWANZA,-3.043,32.888,10.0,4.4,,1.0,1.0,,,18.0,1.0,,,,,,,1.0,1.0,,,18.0,1.0,,,,,,,32.2,17.8,0.0
,2017,5,28,11.0,4.0,37.0,,,"TURKEY: MANISA: SARUHANLI, GOLMARMARA",38.764,27.778,3.0,4.9,,,,,,,,,2.0,,,35.0,1.0,,,,,,,,2.0,,,35.0,1.0,24.7,16.3,0.2
,2017,5,29,14.0,35.0,51.0,,,INDONESIA:  SULAWESI:  POSO,-1.292,120.431,12.0,6.6,7.0,,,,,25.0,1.0,,2.0,5.0,1.0,348.0,3.0,,,,,25.0,1.0,,2.0,5.0,1.0,348.0,3.0,30.2,5.6,20.7
,2017,6,12,12.0,28.0,15.0,5652.0,,GREECE: LESBOS,38.93,26.365,12.0,6.3,,1.0,1.0,,,15.0,1.0,,2.0,10.0,1.0,250.0,3.0,1.0,1.0,,,15.0,1.0,,2.0,10.0,1.0,250.0,3.0,27.0,27.3,0.0
,2017,6,14,7.0,29.0,39.0,,,"GUATEMALA: QUETZALTENANGO, SUCHITEPEQUEZ; MEXICO",14.909,-92.009,93.0,6.9,8.0,5.0,1.0,,,30.0,1.0,,3.0,,1.0,,3.0,5.0,1.0,,,30.0,1.0,,3.0,,1.0,,3.0,28.7,7.3,2.3
,2017,6,21,4.0,40.0,,,,NEPAL:  DHADING,27.64,85.17,,3.2,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,24.4,5.9,16.7
,2017,6,22,12.0,31.0,49.0,,,"GUATEMALA: ESCUINTLA, SUCHITEPEQUEZ, GUATEMALA",13.717,-90.972,38.0,6.8,6.0,,,,,4.0,1.0,,2.0,,,53.0,2.0,,,,,4.0,1.0,,2.0,,,53.0,2.0,27.8,21.1,17.7
,2017,6,24,2.0,37.0,48.0,,,MOZAMBIQUE,-19.45,34.488,27.0,5.6,,,,,,4.0,1.0,,1.0,2.0,1.0,2.0,1.0,,,,,4.0,1.0,,1.0,2.0,1.0,2.0,1.0,25.7,14.2,0.4
,2017,7,6,8.0,3.0,55.0,,,PHILIPPINES: LEYTE,11.127,124.629,11.0,6.5,9.0,4.0,1.0,,,448.0,3.0,5.0,3.0,735.0,3.0,1029.0,4.0,4.0,1.0,,,448.0,3.0,5.0,3.0,735.0,3.0,1029.0,4.0,29.6,7.5,7.3
,2017,7,17,23.0,35.0,14.0,5654.0,,RUSSIA: BERING ISLAND,54.443,168.857,10.0,7.7,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,18,2.0,6.0,15.0,,,PERU:  AREQUIPA,-16.416,-73.636,44.0,6.4,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,
,2017,7,20,22.0,31.0,26.0,5655.0,,"TURKEY: BODRUM, DATCA; GREECE: KOS",36.929,27.414,7.0,6.6,7.0,2.0,1.0,,,500.0,3.0,,2.0,,1.0,,1.0,2.0,1.0,,,500.0,3.0,,2.0,,1.0,,1.0,32.0,22.9,0.0
,2017,8,2,7.0,15.0,0.0,,,CHILE:  SANTIAGO,-33.201,-70.614,99.0,5.4,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,16.6,6.9,0.0
,2017,8,8,13.0,19.0,54.0,,,CHINA:  SICHUAN PROVINCE:  ABA,33.193,103.855,9.0,6.5,5.0,29.0,1.0,,,525.0,3.0,500.0,4.0,100.0,2.0,72500.0,4.0,29.0,1.0,,,525.0,3.0,500.0,4.0,100.0,2.0,72500.0,4.0,19.1,7.2,4.0
,2017,8,8,23.0,27.0,8.0,,,CHINA:  XINGJIANG: BORTALA,44.302,82.832,20.0,6.3,,,,,,32.0,1.0,,2.0,142.0,3.0,1060.0,4.0,,,,,32.0,1.0,,2.0,142.0,3.0,1060.0,4.0,24.7,11.2,0.0
,2017,8,11,21.0,45.0,4.0,,,PERU: AREQUIPA,-16.299,-73.474,41.0,5.6,,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,2.3,14.2,0.5
,2017,8,13,16.0,51.0,5.0,,,PERU:  JUNIN,-10.721,-74.566,32.0,5.8,,1.0,1.0,,,2.0,1.0,,1.0,,,,,1.0,1.0,,,2.0,1.0,,1.0,,,,,29.8,9.7,0.2
,2017,8,21,18.0,57.0,11.0,,,ITALY:  ISCHIA ISLAND,40.783,13.939,3.0,4.2,,2.0,1.0,,,42.0,1.0,,2.0,,2.0,,2.0,2.0,1.0,,,42.0,1.0,,2.0,,2.0,,2.0,29.1,24.0,0.0
,2017,8,22,22.0,27.0,3.0,,,PHILIPPINES: LEYTE: ORMOC,10.954,124.707,17.0,5.0,,2.0,1.0,,,,1.0,,2.0,,,56.0,2.0,2.0,1.0,,,,1.0,,2.0,,,56.0,2.0,32.8,15.0,2.9
,2017,9,8,4.0,49.0,2.0,5658.0,,"MEXICO: OAXACA, CHIAPAS, TABASCO; GUATEMALA",14.761,-94.103,46.0,8.2,9.0,98.0,2.0,,,251.0,3.0,4000.0,4.0,47468.0,4.0,94027.0,4.0,98.0,2.0,,,251.0,3.0,4000.0,4.0,47468.0,4.0,94027.0,4.0,,,
,2017,9,19,18.0,14.0,7.0,,,"MEXICO: MEXICO CITY, MORELOS, PUEBLA",18.339,-98.68,39.0,7.1,9.0,369.0,3.0,,,6000.0,4.0,8000.0,4.0,226.0,3.0,184000.0,4.0,369.0,3.0,,,6000.0,4.0,8000.0,4.0,226.0,3.0,184000.0,4.0,31.6,7.7,4.5
,2017,9,23,12.0,53.0,48.0,,,MEXICO:  OAXACA,16.626,-95.078,10.0,6.1,,5.0,1.0,,,7.0,1.0,,1.0,11.0,1.0,,,5.0,1.0,,,7.0,1.0,,1.0,11.0,1.0,,,33.2,7.4,13.6
,2017,9,23,20.0,48.0,16.0,,,PHILIPPINES: MINDANAO: LANAO DEL SUR PROVINCE,7.562,124.743,8.0,5.7,,,,,,11.0,1.0,,2.0,55.0,2.0,1659.0,4.0,,,,,11.0,1.0,,2.0,55.0,2.0,1659.0,4.0,30.4,5.8,0.2
,2017,10,31,0.0,43.0,12.0,5663.0,,NEW CALEDONIA:  LOYALTY ISLANDS,-21.697,169.149,24.0,6.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
