id,mag,place,time,updated,felt,cdi,mmi,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,lon,lat,depth,dist
hv73246287,2.26,"10 km S of Fern Forest, Hawaii",2022-11-30 05:20:24.480,2022-11-30 05:35:52.666,1.0,2.0,,automatic,0,79,hv,73246287,",hv73246287,",",hv,",",dyfi,origin,phase-data,",49.0,0.0587,0.140000001,108.0,ml,earthquake,-155.137496948242,19.3675003051758,34.0,16
nc73812981,0.86,"3km N of The Geysers, CA",2022-11-30 05:17:19.550,2022-11-30 07:37:12.875,,,,automatic,0,11,nc,73812981,",nc73812981,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.007071,0.03,101.0,md,earthquake,-122.7506638,38.800499,10.0,16
ci40382584,0.67,"9km N of Borrego Springs, CA",2022-11-30 05:05:16.620,2022-11-30 13:51:03.895,,,,reviewed,0,7,ci,40382584,",ci40382584,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.06775,0.16,74.0,ml,earthquake,-116.3916667,33.3326667,10.0,16
ak022fcgi6ep,1.4,"30 km SE of Skwentna, Alaska",2022-11-30 05:05:11.215,2022-11-30 05:07:11.693,,,,automatic,0,30,ak,022fcgi6ep,",ak022fcgi6ep,",",ak,",",origin,phase-data,",1.0,0.0587,0.45,110.0,ml,earthquake,-150.9804,61.8021,61.8,16
pr71384698,2.13,"3 km S of Adjuntas, Puerto Rico",2022-11-30 04:58:55.700,2022-11-30 05:48:51.630,,,,reviewed,0,70,pr,71384698,",pr71384698,",",pr,",",origin,phase-data,",12.0,0.1223,0.09,100.0,md,earthquake,-66.728,18.13,20.88,16
pr71384693,2.55,"6 km ESE of La Parguera, Puerto Rico",2022-11-30 04:53:56.940,2022-11-30 05:19:34.550,,,,reviewed,0,100,pr,71384693,",pr71384693,",",pr,",",origin,phase-data,",7.0,0.05845,0.08,180.0,md,earthquake,-66.9848333333333,17.9545,11.33,16
ci40382576,0.78,"4km SSE of Idyllwild, CA",2022-11-30 04:51:55.380,2022-11-30 04:55:24.658,,,,automatic,0,9,ci,40382576,",ci40382576,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.008725,0.16,54.0,ml,earthquake,-116.7081667,33.704,18.74,16
ci40382568,1.04,"19km SW of Maricopa, CA",2022-11-30 04:42:50.480,2022-11-30 04:46:25.734,,,,automatic,0,17,ci,40382568,",ci40382568,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.09593,0.3,94.0,ml,earthquake,-119.5285,34.9253333,10.0,16
ci40382560,0.75,"26km ENE of Pine Valley, CA",2022-11-30 04:33:45.120,2022-11-30 04:37:19.671,,,,automatic,0,9,ci,40382560,",ci40382560,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.07024,0.19,95.0,ml,earthquake,-116.2666667,32.8913333,10.0,16
nc73812961,1.08,"24km NW of Parkfield, CA",2022-11-30 04:32:00.400,2022-11-30 08:29:13.173,,,,reviewed,0,18,nc,73812961,",nc73812961,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.02975,0.14,90.0,md,earthquake,-120.6245,36.0498333,10.0,16
hv73246222,2.81999993,"3 km WSW of P?hala, Hawaii",2022-11-30 04:30:55.160,2022-11-30 05:30:59.040,,,,automatic,0,122,hv,73246222,",us6000j5pj,hv73246222,",",us,hv,",",origin,phase-data,",46.0,0.0587,0.100000001,88.0,md,earthquake,-155.504669189453,19.1881675720215,35.1800003051758,16
nc73812966,0.15,"2km WNW of Anderson Springs, CA",2022-11-30 04:30:52.750,2022-11-30 06:55:11.759,,,,reviewed,0,0,nc,73812966,",nc73812966,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.01094,0.04,58.0,md,earthquake,-122.7151667,38.7806667,10.0,16
us6000j5pi,4.5,"39 km SSE of Ambunti, Papua New Guinea",2022-11-30 04:29:02.986,2022-11-30 05:17:52.040,,,,reviewed,0,312,us,6000j5pi,",us6000j5pi,",",us,",",origin,phase-data,",28.0,0.154,0.8,142.0,mb,earthquake,142.9815,-4.5307,121.728,16
ci40382552,1.31,"14km SW of Searles Valley, CA",2022-11-30 04:26:46.360,2022-11-30 13:52:19.922,,,,reviewed,0,26,ci,40382552,",ci40382552,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.1411,0.17,166.0,ml,earthquake,-117.5235,35.6878333,10.9,16
pr71384683,2.25,"6 km WSW of Guánica, Puerto Rico",2022-11-30 04:23:12.510,2022-11-30 05:10:56.020,,,,reviewed,0,78,pr,71384683,",pr71384683,",",pr,",",origin,phase-data,",6.0,0.07907,0.05,180.0,md,earthquake,-66.9635,17.9506666666667,11.44,16
hv73246217,1.82000005,,2022-11-30 04:19:06.390,2022-11-30 04:22:58.410,,,,automatic,0,51,hv,73246217,",hv73246217,",",hv,",",origin,phase-data,",22.0,0.0587,0.340000004,78.0,md,earthquake,-155.48567199707,19.5088329315186,10.0,16
ak022fcfwlxp,1.6,"30 km SSW of Petersville, Alaska",2022-11-30 04:04:48.132,2022-11-30 04:06:28.988,,,,automatic,0,39,ak,022fcfwlxp,",ak022fcfwlxp,",",ak,",",origin,phase-data,",1.0,0.0587,0.22,110.0,ml,earthquake,-150.9817,62.2406,66.7,16
hv73246187,2.26999998,"3 km SW of P?hala, Hawaii",2022-11-30 03:58:08.140,2022-11-30 04:01:19.730,,,,automatic,0,79,hv,73246187,",hv73246187,",",hv,",",origin,phase-data,",34.0,0.0587,0.119999997,92.0,md,earthquake,-155.498840332031,19.1821670532227,34.8899993896484,16
hv73246182,1.91,"28 km W of Volcano, Hawaii",2022-11-30 03:56:03.820,2022-11-30 09:01:32.940,,,,reviewed,0,56,hv,73246182,",hv73246182,",",hv,",",origin,phase-data,",28.0,0.0587,0.23,114.0,md,earthquake,-155.4995,19.4893333333333,10.0,16
ak022fcfkidr,1.7,Southern Alaska,2022-11-30 03:48:03.352,2022-11-30 03:50:05.692,,,,automatic,0,44,ak,022fcfkidr,",ak022fcfkidr,",",ak,",",origin,phase-data,",1.0,0.0587,0.38,110.0,ml,earthquake,-152.213,59.7352,59.5,16
us6000j5pc,5.0,"near the east coast of Honshu, Japan",2022-11-30 03:45:59.374,2022-11-30 05:05:24.040,,,,reviewed,0,385,us,6000j5pc,",us6000j5pc,",",us,",",origin,phase-data,",100.0,0.154,0.54,82.0,mww,earthquake,141.6987,37.2653,53.289,16
ak022fcfjrme,2.4,"57 km NNE of Karluk, Alaska",2022-11-30 03:44:56.285,2022-11-30 04:53:11.040,,,,automatic,0,89,ak,022fcfjrme,",us6000j5pb,ak022fcfjrme,",",us,ak,",",origin,phase-data,",1.0,0.0587,0.27,110.0,ml,earthquake,-154.1796,58.061,70.9,16
hv73246142,2.26999998,"11 km SSE of P?hala, Hawaii",2022-11-30 03:30:15.620,2022-11-30 03:33:30.370,,,,automatic,0,79,hv,73246142,",hv73246142,",",hv,",",origin,phase-data,",42.0,0.0587,0.129999995,180.0,md,earthquake,-155.421829223633,19.1118335723877,31.7099990844727,16
us6000j5p9,3.0,"30 km WNW of Haines Junction, Canada",2022-11-30 03:29:23.919,2022-11-30 11:05:59.480,1.0,2.7,,reviewed,0,139,us,6000j5p9,",us6000j5p9,",",us,",",dyfi,origin,phase-data,",22.0,0.154,0.7,105.0,ml,earthquake,-137.9737,60.8986,10.0,16
tx2022xkrb,2.9,"54 km NW of Toyah, Texas",2022-11-30 03:18:29.548,2022-11-30 04:28:44.040,,,,reviewed,0,129,tx,2022xkrb,",us6000j5p5,tx2022xkrb,",",us,tx,",",origin,phase-data,",36.0,0.04410385098,0.2,66.0,ml,earthquake,-104.2259089,31.64266733,10.0,16
ak022fcfd945,1.3,"14 km E of Healy, Alaska",2022-11-30 03:14:17.338,2022-11-30 03:16:09.927,,,,automatic,0,26,ak,022fcfd945,",ak022fcfd945,",",ak,",",origin,phase-data,",1.0,0.0587,0.24,110.0,ml,earthquake,-148.663,63.8701,10.0,16
ak022fcfc1s0,1.6,"84 km NW of Aleneva, Alaska",2022-11-30 03:08:55.681,2022-11-30 03:12:03.690,,,,automatic,0,39,ak,022fcfc1s0,",ak022fcfc1s0,",",ak,",",origin,phase-data,",1.0,0.0587,0.31,110.0,ml,earthquake,-153.9657,58.5747,238.2,16
hv73246102,1.72000003,"29 km NNW of P?hala, Hawaii",2022-11-30 03:05:09.030,2022-11-30 03:08:20.890,,,,automatic,0,46,hv,73246102,",hv73246102,",",hv,",",origin,phase-data,",11.0,0.0587,0.170000002,136.0,md,earthquake,-155.557327270508,19.462833404541,10.0,16
nc73812951,1.18,"10km NW of The Geysers, CA",2022-11-30 02:59:51.980,2022-11-30 05:35:13.171,,,,automatic,0,21,nc,73812951,",nc73812951,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.002477,0.02,66.0,md,earthquake,-122.8361664,38.8361664,10.0,16
nc73812946,0.92,"10km NW of The Geysers, CA",2022-11-30 02:56:39.610,2022-11-30 05:08:12.172,1.0,0.0,,automatic,0,13,nc,73812946,",nc73812946,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",16.0,0.001981,0.02,78.0,md,earthquake,-122.8366699,38.836834,10.0,16
us6000j5p3,4.5,"42 km ESE of Peace River, Canada",2022-11-30 02:55:39.190,2022-11-30 15:07:26.234,23.0,4.6,,reviewed,0,322,us,6000j5p3,",us6000j5p3,",",us,",",dyfi,moment-tensor,origin,phase-data,",74.0,0.154,0.87,90.0,mb,earthquake,-116.6628,56.0842,10.0,16
nc73812941,0.57,"8km NW of The Geysers, CA",2022-11-30 02:54:14.430,2022-11-30 04:41:13.853,,,,automatic,0,5,nc,73812941,",nc73812941,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.006788,0.01,46.0,md,earthquake,-122.8146667,38.8291664,10.0,16
ak022fcf0d3r,1.5,"33 km WNW of Valdez, Alaska",2022-11-30 02:54:03.756,2022-11-30 02:56:48.204,,,,automatic,0,35,ak,022fcf0d3r,",ak022fcf0d3r,",",ak,",",origin,phase-data,",1.0,0.0587,0.44,110.0,ml,earthquake,-146.8932,61.2794,18.8,16
hv73246087,2.49,"7 km WSW of Volcano, Hawaii",2022-11-30 02:53:07.980,2022-11-30 03:57:32.100,,,,reviewed,0,95,hv,73246087,",hv73246087,",",hv,",",origin,phase-data,",31.0,0.0587,0.09,50.0,ml,earthquake,-155.294,19.4068333333333,10.0,16
us6000j5nx,3.3,"100 km ESE of Akutan, Alaska",2022-11-30 02:36:11.677,2022-11-30 02:50:19.440,,,,reviewed,0,168,us,6000j5nx,",ak022fcewit1,us6000j5nx,",",ak,us,",",origin,phase-data,",12.0,0.154,0.28,180.0,ml,earthquake,-164.429,53.6991,64.061,16
us6000j5ns,4.9,"32 km W of Güiria, Venezuela",2022-11-30 02:21:12.760,2022-11-30 12:17:39.370,13.0,4.7,,reviewed,0,375,us,6000j5ns,",us6000j5ns,",",us,",",dyfi,origin,phase-data,",60.0,0.154,0.81,92.0,mb,earthquake,-62.5963,10.5757,95.687,16
nc73812936,2.25,"2km NNW of The Geysers, CA",2022-11-30 02:20:32.380,2022-11-30 04:16:10.695,,,,automatic,0,78,nc,73812936,",nc73812936,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",38.0,0.00565,0.03,65.0,md,earthquake,-122.7646637,38.7965012,10.0,16
ak022fcesblx,1.6,"48 km ENE of Chase, Alaska",2022-11-30 02:16:51.892,2022-11-30 02:18:33.079,,,,automatic,0,39,ak,022fcesblx,",ak022fcesblx,",",ak,",",origin,phase-data,",1.0,0.0587,0.7,110.0,ml,earthquake,-149.29,62.6709,39.5,16
hv73246027,1.89,"23 km WNW of Volcano, Hawaii",2022-11-30 02:12:32.220,2022-11-30 02:49:46.360,,,,reviewed,0,55,hv,73246027,",hv73246027,",",hv,",",origin,phase-data,",31.0,0.0587,0.15,83.0,md,earthquake,-155.449666666667,19.4855,10.0,16
us6000j5np,4.8,Kermadec Islands region,2022-11-30 02:04:40.225,2022-11-30 02:26:38.040,,,,reviewed,0,354,us,6000j5np,",us6000j5np,",",us,",",origin,phase-data,",37.0,0.154,0.66,79.0,mb,earthquake,-178.4244,-31.2048,10.483,16
us6000j5nj,4.0,"40 km ESE of Peace River, Canada",2022-11-30 01:40:29.241,2022-11-30 15:52:27.132,6.0,4.6,,reviewed,0,249,us,6000j5nj,",us6000j5nj,",",us,",",dyfi,origin,phase-data,",58.0,0.154,0.72,67.0,mb,earthquake,-116.6764,56.1106,10.0,16
ak022fcebj9k,0.7,"53 km SE of Knik River, Alaska",2022-11-30 01:38:21.403,2022-11-30 01:40:51.283,,,,automatic,0,8,ak,022fcebj9k,",ak022fcebj9k,",",ak,",",origin,phase-data,",1.0,0.0587,1.19,110.0,ml,earthquake,-148.1103,61.1713,10.0,16
us6000j5ni,4.6,Kuril Islands,2022-11-30 01:33:51.536,2022-11-30 02:39:09.040,,,,reviewed,0,326,us,6000j5ni,",us6000j5ni,",",us,",",origin,phase-data,",51.0,0.154,0.75,168.0,mb,earthquake,149.6275,44.6021,42.555,16
us6000j5ne,4.3,"Alberta, Canada",2022-11-30 01:24:20.953,2022-11-30 13:30:37.261,9.0,5.0,,reviewed,0,289,us,6000j5ne,",us6000j5ne,",",us,",",dyfi,origin,phase-data,",66.0,0.154,0.67,66.0,mb,earthquake,-116.643,56.1023,10.0,16
nc73812931,0.36,"2km NNW of The Geysers, CA",2022-11-30 01:20:17.410,2022-11-30 01:37:14.769,,,,automatic,0,2,nc,73812931,",nc73812931,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.007412,0.03,107.0,md,earthquake,-122.7614975,38.793335,10.0,16
us6000j5nk,5.2,Pacific-Antarctic Ridge,2022-11-30 01:07:37.976,2022-11-30 01:54:04.040,,,,reviewed,0,416,us,6000j5nk,",us6000j5nk,",",us,",",origin,phase-data,",57.0,0.154,0.61,83.0,mb,earthquake,-136.4886,-54.2493,10.0,16
nc73812921,0.5,"6km NW of The Geysers, CA",2022-11-30 00:59:09.050,2022-11-30 01:22:15.684,,,,automatic,0,4,nc,73812921,",nc73812921,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.008339,0.02,63.0,md,earthquake,-122.8003311,38.8153343,10.0,16
pr71384653,3.12,"38 km NNW of Charlotte Amalie, U.S. Virgin Islands",2022-11-30 00:58:03.780,2022-11-30 01:29:53.930,,,,reviewed,0,150,pr,71384653,",pr71384653,",",pr,",",origin,phase-data,",14.0,0.154,0.23,180.0,md,earthquake,-65.0023333333333,18.6803333333333,10.27,16
ci40382528,0.8,"3km SSE of Lake Henshaw, CA",2022-11-30 00:56:14.140,2022-11-30 00:59:53.446,,,,automatic,0,10,ci,40382528,",ci40382528,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.01799,0.2,52.0,ml,earthquake,-116.7515,33.219,10.43,16
us6000j5n4,5.3,"46 km ESE of Peace River, Canada",2022-11-30 00:55:56.710,2022-11-30 15:46:52.647,286.0,6.0,6.809,reviewed,0,604,us,6000j5n4,",us6000j5n4,usauto6000j5n4,",",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",100.0,0.154,0.71,47.0,mww,earthquake,-116.5646,56.137,10.0,16
nc73812916,0.9,"1km N of The Geysers, CA",2022-11-30 00:51:27.670,2022-11-30 01:10:13.616,,,,automatic,0,12,nc,73812916,",nc73812916,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.01307,0.05,113.0,md,earthquake,-122.7573318,38.7876663,10.0,16
us6000j5n0,4.6,"94 km NNE of Calama, Chile",2022-11-30 00:35:32.391,2022-11-30 01:00:40.040,,,,reviewed,0,326,us,6000j5n0,",us6000j5n0,",",us,",",origin,phase-data,",23.0,0.154,0.44,53.0,mb,earthquake,-68.489,-21.7025,162.756,16
nc73812906,1.4,"14km E of Seven Trees, CA",2022-11-30 00:33:23.550,2022-11-30 04:01:09.618,,,,automatic,0,30,nc,73812906,",nc73812906,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.0435,0.05,81.0,md,earthquake,-121.6780014,37.3084984,10.0,16
ak022fcdlvxw,1.2,"74 km W of Tyonek, Alaska",2022-11-30 00:18:53.320,2022-11-30 00:20:28.047,,,,automatic,0,22,ak,022fcdlvxw,",ak022fcdlvxw,",",ak,",",origin,phase-data,",1.0,0.0587,0.28,110.0,ml,earthquake,-152.5084,61.0195,124.7,16
hv73245857,3.09,"Island of Hawaii, Hawaii",2022-11-30 00:07:41.210,2022-11-30 03:07:34.040,1.0,2.2,,reviewed,0,147,hv,73245857,",hv73245857,us6000j5mv,",",hv,us,",",dyfi,origin,phase-data,",47.0,0.0587,0.15,62.0,md,earthquake,-155.4485,19.4815,10.0,16
pr71384643,3.07,"79 km NNE of Vieques, Puerto Rico",2022-11-30 00:06:03.460,2022-11-30 00:21:55.120,,,,reviewed,0,145,pr,71384643,",pr71384643,",",pr,",",origin,phase-data,",10.0,0.154,0.24,180.0,md,earthquake,-65.4875,19.0633333333333,12.2,16
hv73245852,2.03,"28 km WNW of Volcano, Hawaii",2022-11-30 00:01:16.460,2022-11-30 01:07:39.250,,,,reviewed,0,63,hv,73245852,",hv73245852,",",hv,",",origin,phase-data,",23.0,0.0587,0.23,120.0,md,earthquake,-155.501833333333,19.4945,10.0,16
ak022fb3z7pn,1.7,"65 km W of Skwentna, Alaska",2022-11-29 23:54:47.793,2022-11-29 23:57:27.891,,,,automatic,0,44,ak,022fb3z7pn,",ak022fb3z7pn,",",ak,",",origin,phase-data,",1.0,0.0587,0.87,110.0,ml,earthquake,-152.6412,62.0032,249.9,16
us6000j5my,4.6,"44 km E of Peace River, Canada",2022-11-29 23:51:00.182,2022-11-30 05:35:32.228,47.0,5.4,,reviewed,0,351,us,6000j5my,",us6000j5my,",",us,",",dyfi,origin,phase-data,",100.0,0.154,0.62,43.0,mb,earthquake,-116.5819,56.1767,10.0,16
us6000j5mn,5.5,Reykjanes Ridge,2022-11-29 23:50:38.012,2022-11-30 01:54:37.039,,,0.0,reviewed,0,465,us,6000j5mn,",usauto6000j5mn,us6000j5mn,",",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",100.0,0.154,0.66,48.0,mww,earthquake,-35.1083,53.9066,10.0,16
hv73245832,2.26,"31 km NNW of P?hala, Hawaii",2022-11-29 23:47:08.670,2022-11-30 00:50:59.040,,,,reviewed,0,79,hv,73245832,",us6000j5mw,hv73245832,",",us,hv,",",origin,phase-data,",23.0,0.0587,0.24,82.0,md,earthquake,-155.550333333333,19.4798333333333,10.0,16
us6000j5ml,4.4,"32 km W of Lixoúri, Greece",2022-11-29 23:46:06.168,2022-11-30 00:48:05.040,,,,reviewed,0,298,us,6000j5ml,",us6000j5ml,",",us,",",origin,phase-data,",49.0,0.154,0.65,98.0,mb,earthquake,20.0742,38.1456,10.0,16
us6000j5mm,4.9,"Alberta, Canada",2022-11-29 23:45:07.685,2022-11-30 14:46:32.213,108.0,4.2,,reviewed,0,415,us,6000j5mm,",us6000j5mm,",",us,",",dyfi,origin,phase-data,",100.0,0.154,0.66,40.0,mb,earthquake,-116.5694,56.184,10.0,16
ak022fb3v2np,1.8,"82 km N of Chickaloon, Alaska",2022-11-29 23:35:16.051,2022-11-29 23:37:17.422,,,,automatic,0,50,ak,022fb3v2np,",ak022fb3v2np,",",ak,",",origin,phase-data,",1.0,0.0587,0.44,110.0,ml,earthquake,-148.1746,62.523,41.3,16
nc73812896,1.17,"6km NNW of The Geysers, CA",2022-11-29 23:33:08.800,2022-11-30 02:41:11.160,,,,automatic,0,21,nc,73812896,",nc73812896,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.01103,0.03,44.0,md,earthquake,-122.7898331,38.8216667,10.0,16
hv73245807,2.30999994,"Hawaii region, Hawaii",2022-11-29 23:17:21.170,2022-11-29 23:20:52.640,,,,automatic,0,82,hv,73245807,",hv73245807,",",hv,",",origin,phase-data,",39.0,0.0587,0.340000004,180.0,md,earthquake,-155.425994873047,18.9408340454102,12.1700000762939,16
hv73245792,2.11999989,"10 km E of P?hala, Hawaii",2022-11-29 23:08:16.870,2022-11-29 23:11:34.270,,,,automatic,0,69,hv,73245792,",hv73245792,",",hv,",",origin,phase-data,",38.0,0.0587,0.119999997,173.0,md,earthquake,-155.381332397461,19.1963329315186,31.0900001525879,16
uw61896621,0.55,"10 km NNE of Sunnyslope, Washington",2022-11-29 23:06:57.840,2022-11-30 05:41:10.390,,,,reviewed,0,5,uw,61896621,",uw61896621,",",uw,",",origin,phase-data,",4.0,0.04593,0.08,180.0,md,explosion,-120.30883333333334,47.5615,10.0,16
uu60032239,-1.23,"17 km NE of Milford, Utah",2022-11-29 23:06:06.430,2022-11-29 23:31:08.380,,,,reviewed,0,0,uu,60032239,",uu60032239,",",uu,",",origin,phase-data,",6.0,0.02406,0.05,138.0,md,earthquake,-112.8426667,38.4888333,10.0,16
uu60032234,-0.08,"17 km NE of Milford, Utah",2022-11-29 23:05:46.090,2022-11-29 23:26:28.860,,,,reviewed,0,0,uu,60032234,",uu60032234,",",uu,",",origin,phase-data,",9.0,0.003086,0.13,92.0,md,earthquake,-112.8533333,38.4873333,10.0,16
hv73245787,2.11,"32 km E of Honaunau-Napoopoo, Hawaii",2022-11-29 23:03:50.470,2022-11-29 23:39:46.800,,,,reviewed,0,68,hv,73245787,",hv73245787,",",hv,",",origin,phase-data,",38.0,0.0587,0.17,76.0,md,earthquake,-155.560666666667,19.491,10.0,16
ci40382512,0.9,"5km W of Palomar Observatory, CA",2022-11-29 22:56:00.370,2022-11-29 22:59:32.592,,,,automatic,0,12,ci,40382512,",ci40382512,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.1028,0.17,62.0,ml,earthquake,-116.9198333,33.3466667,11.0,16
nn00852257,1.2,"29 km SW of Hawthorne, Nevada",2022-11-29 22:45:24.698,2022-11-29 23:52:32.579,,,,reviewed,0,22,nn,00852257,",nn00852257,",",nn,",",origin,phase-data,",11.0,0.154,0.1056,177.21,ml,earthquake,-118.8962,38.3682,10.8,16
pr71384623,3.17,"31 km NNE of Dorado, Puerto Rico",2022-11-29 22:42:11.780,2022-11-29 22:59:16.980,,,,reviewed,0,155,pr,71384623,",pr71384623,",",pr,",",origin,phase-data,",10.0,0.154,0.11,180.0,md,earthquake,-66.2035,18.7408333333333,53.78,16
ci40382488,1.39,"3km NNE of Fontana, CA",2022-11-29 22:30:55.100,2022-11-29 22:34:24.442,,,,automatic,0,30,ci,40382488,",ci40382488,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.1267,0.23,116.0,ml,earthquake,-117.4446667,34.1198333,26.85,16
ak022fb379m3,1.8,Southern Alaska,2022-11-29 22:24:08.754,2022-11-29 22:25:34.159,,,,automatic,0,50,ak,022fb379m3,",ak022fb379m3,",",ak,",",origin,phase-data,",1.0,0.0587,0.28,110.0,ml,earthquake,-152.095,60.3617,72.4,16
nc73812891,0.84,"6km NW of The Geysers, CA",2022-11-29 22:22:34.020,2022-11-29 22:47:16.772,,,,automatic,0,11,nc,73812891,",nc73812891,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.009709,0.01,115.0,md,earthquake,-122.7976685,38.8240013,10.0,16
us6000j5m5,2.8,"189 km W of Ferndale, California",2022-11-29 22:10:39.693,2022-11-29 22:47:30.040,,,,reviewed,0,121,us,6000j5m5,",us6000j5m5,",",us,",",origin,phase-data,",20.0,0.154,0.57,180.0,ml,earthquake,-126.5014,40.5717,10.0,16
nc73812886,0.34,"16km WSW of Toms Place, CA",2022-11-29 22:09:49.770,2022-11-29 23:10:13.931,,,,reviewed,0,2,nc,73812886,",nc73812886,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.07671,0.03,180.0,md,earthquake,-118.8578333,37.5166667,10.0,16
hv73245717,2.64,"27 km WNW of Volcano, Hawaii",2022-11-29 22:04:05.060,2022-11-29 23:19:41.030,,,,reviewed,0,107,hv,73245717,",hv73245717,",",hv,",",origin,phase-data,",28.0,0.0587,0.17,89.0,md,earthquake,-155.489333333333,19.493,10.0,16
ak022fb32rqb,1.4,"91 km NW of Aleneva, Alaska",2022-11-29 22:03:10.756,2022-11-29 22:05:06.408,,,,automatic,0,30,ak,022fb32rqb,",ak022fb32rqb,",",ak,",",origin,phase-data,",1.0,0.0587,0.32,110.0,ml,earthquake,-154.1047,58.5926,18.4,16
ak022fb2rhvc,2.8,"26 km ENE of Cordova, Alaska",2022-11-29 21:50:50.807,2022-11-29 22:30:14.040,,,,automatic,0,121,ak,022fb2rhvc,",us6000j5lz,ak022fb2rhvc,",",us,ak,",",origin,phase-data,",1.0,0.0587,0.55,110.0,ml,earthquake,-145.3171,60.6392,10.0,16
ak022fb2psfm,0.6,Alaska Peninsula,2022-11-29 21:42:54.580,2022-11-29 21:44:32.821,,,,automatic,0,6,ak,022fb2psfm,",ak022fb2psfm,",",ak,",",origin,phase-data,",1.0,0.0587,0.27,110.0,ml,earthquake,-155.0954,58.4136,43.6,16
ak022fb2pjl8,1.1,"97 km NNW of Karluk, Alaska",2022-11-29 21:41:39.965,2022-11-29 21:43:29.328,,,,automatic,0,19,ak,022fb2pjl8,",ak022fb2pjl8,",",ak,",",origin,phase-data,",1.0,0.0587,0.24,110.0,ml,earthquake,-154.8523,58.4161,105.8,16
us6000j5lw,4.4,"near the east coast of Honshu, Japan",2022-11-29 21:34:07.751,2022-11-29 22:18:00.040,,,,reviewed,0,298,us,6000j5lw,",us6000j5lw,",",us,",",origin,phase-data,",43.0,0.154,0.58,159.0,mb,earthquake,141.3567,37.5575,55.283,16
ak022fb2n84k,0.6,Alaska Peninsula,2022-11-29 21:30:58.282,2022-11-29 21:32:12.193,,,,automatic,0,6,ak,022fb2n84k,",ak022fb2n84k,",",ak,",",origin,phase-data,",1.0,0.0587,0.49,110.0,ml,earthquake,-155.1558,58.2319,10.0,16
ak022fb2n83x,1.8,,2022-11-29 21:30:57.846,2022-11-29 21:33:26.010,,,,automatic,0,50,ak,022fb2n83x,",ak022fb2n83x,",",ak,",",origin,phase-data,",1.0,0.0587,1.0,110.0,ml,earthquake,-148.3876,62.9386,10.0,16
us6000j5lr,3.1,"13 km N of Antalya, Turkey",2022-11-29 21:29:31.915,2022-11-30 11:15:16.493,7.0,3.4,,reviewed,0,150,us,6000j5lr,",us6000j5lr,",",us,",",dyfi,origin,phase-data,",14.0,0.154,0.59,95.0,ml,earthquake,30.7135,37.0255,10.0,16
hv73245672,2.38,"33 km WNW of Volcano, Hawaii",2022-11-29 21:28:52.180,2022-11-30 05:34:08.040,,,,reviewed,0,87,hv,73245672,",us6000j5lp,hv73245672,",",us,hv,",",origin,phase-data,",45.0,0.0587,0.2,75.0,md,earthquake,-155.547833333333,19.5115,10.0,16
hv73245667,1.99000001,"32 km WNW of Volcano, Hawaii",2022-11-29 21:22:48.220,2022-11-29 21:25:58.240,,,,automatic,0,61,hv,73245667,",hv73245667,",",hv,",",origin,phase-data,",35.0,0.0587,0.270000011,102.0,md,earthquake,-155.538497924805,19.5028324127197,10.0,16
ak022fb2gp2v,1.4,"15 km NW of Two Rivers, Alaska",2022-11-29 21:00:12.072,2022-11-29 21:01:58.967,,,,automatic,0,30,ak,022fb2gp2v,",ak022fb2gp2v,",",ak,",",origin,phase-data,",1.0,0.0587,0.8,110.0,ml,earthquake,-147.2938,64.9568,10.0,16
